"initial_alias","converted_alias","name","description","namespace"
"AC139494","ENSG00000172058","SERF1A","small EDRK-rich factor 1A [Source:HGNC Symbol;Acc:HGNC:10755]","EMBL"
"AC139494","ENSG00000172062","SMN1","survival of motor neuron 1, telomeric [Source:HGNC Symbol;Acc:HGNC:11117]","EMBL"
"AC139494","ENSG00000205571","SMN2","survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:HGNC:11118]","EMBL"
"AC139494","ENSG00000205572","SERF1B","small EDRK-rich factor 1B [Source:HGNC Symbol;Acc:HGNC:10756]","EMBL"
"AC139494","ENSG00000249437","NAIP","NLR family apoptosis inhibitory protein [Source:HGNC Symbol;Acc:HGNC:7634]","EMBL"
"AC183084","None","None","None",""
"AC245060","ENSG00000211640","IGLV6-57","immunoglobulin lambda variable 6-57 [Source:HGNC Symbol;Acc:HGNC:5927]","EMBL"
"AC245060","ENSG00000211641","IGLV11-55","immunoglobulin lambda variable 11-55 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5886]","EMBL"
"AC245060","ENSG00000211642","IGLV10-54","immunoglobulin lambda variable 10-54 [Source:HGNC Symbol;Acc:HGNC:5884]","EMBL"
"AC245060","ENSG00000211643","IGLV5-52","immunoglobulin lambda variable 5-52 [Source:HGNC Symbol;Acc:HGNC:5926]","EMBL"
"AC245060","ENSG00000211644","IGLV1-51","immunoglobulin lambda variable 1-51 [Source:HGNC Symbol;Acc:HGNC:5882]","EMBL"
"AC245060","ENSG00000211645","IGLV1-50","immunoglobulin lambda variable 1-50 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5881]","EMBL"
"AC245060","ENSG00000211647","IGLV5-48","immunoglobulin lambda variable 5-48 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5925]","EMBL"
"AC245060","ENSG00000211648","IGLV1-47","immunoglobulin lambda variable 1-47 [Source:HGNC Symbol;Acc:HGNC:5880]","EMBL"
"AC245060","ENSG00000223350","IGLV9-49","immunoglobulin lambda variable 9-49 [Source:HGNC Symbol;Acc:HGNC:5933]","EMBL"
"AC253572","ENSG00000263353","PPIAL4A","peptidylprolyl isomerase A like 4A [Source:HGNC Symbol;Acc:HGNC:24369]","EMBL"
"AC253572","ENSG00000273136","NBPF26","NBPF member 26 [Source:HGNC Symbol;Acc:HGNC:49571]","EMBL"
"AC253572","ENSG00000286106","NOTCH2NLR","notch 2 N-terminal like R [Source:HGNC Symbol;Acc:HGNC:53925]","EMBL"
"ACCS","ENSG00000110455","ACCS","1-aminocyclopropane-1-carboxylate synthase homolog (inactive) [Source:HGNC Symbol;Acc:HGNC:23989]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACE","ENSG00000159640","ACE","angiotensin I converting enzyme [Source:HGNC Symbol;Acc:HGNC:2707]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACTA1","ENSG00000143632","ACTA1","actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACVRL1","ENSG00000139567","ACVRL1","activin A receptor like type 1 [Source:HGNC Symbol;Acc:HGNC:175]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACY3","ENSG00000132744","ACY3","aminoacylase 3 [Source:HGNC Symbol;Acc:HGNC:24104]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ADAM23","ENSG00000114948","ADAM23","ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AGRN","ENSG00000188157","AGRN","agrin [Source:HGNC Symbol;Acc:HGNC:329]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AIM2","ENSG00000163568","AIM2","absent in melanoma 2 [Source:HGNC Symbol;Acc:HGNC:357]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AL008730","ENSG00000056972","TRAF3IP2","TRAF3 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1343]","EMBL"
"AL021707","ENSG00000100211","CBY1","chibby 1, beta catenin antagonist [Source:HGNC Symbol;Acc:HGNC:1307]","EMBL"
"AL021707","ENSG00000100221","JOSD1","Josephin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28953]","EMBL"
"AL021707","ENSG00000100226","GTPBP1","GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669]","EMBL"
"AL021707","ENSG00000100242","SUN2","Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]","EMBL"
"AL021707","ENSG00000184949","FAM227A","family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197]","EMBL"
"AL031056","ENSG00000055208","TAB2","TGF-beta activated kinase 1 (MAP3K7) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17075]","EMBL"
"AL078622","None","None","None",""
"AL109804","ENSG00000088827","SIGLEC1","sialic acid binding Ig like lectin 1 [Source:HGNC Symbol;Acc:HGNC:11127]","EMBL"
"AL109804","ENSG00000088888","MAVS","mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]","EMBL"
"AL109804","ENSG00000101220","ADISSP","adipose secreted signaling protein [Source:HGNC Symbol;Acc:HGNC:15873]","EMBL"
"AL109804","ENSG00000101222","SPEF1","sperm flagellar 1 [Source:HGNC Symbol;Acc:HGNC:15874]","EMBL"
"AL109804","ENSG00000101224","CDC25B","cell division cycle 25B [Source:HGNC Symbol;Acc:HGNC:1726]","EMBL"
"AL109804","ENSG00000125817","CENPB","centromere protein B [Source:HGNC Symbol;Acc:HGNC:1852]","EMBL"
"AL109804","ENSG00000125843","AP5S1","adaptor related protein complex 5 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:15875]","EMBL"
"AL109804","ENSG00000132622","HSPA12B","heat shock protein family A (Hsp70) member 12B [Source:HGNC Symbol;Acc:HGNC:16193]","EMBL"
"AL109804","ENSG00000149451","ADAM33","ADAM metallopeptidase domain 33 [Source:HGNC Symbol;Acc:HGNC:15478]","EMBL"
"AL136038","ENSG00000140006","WDR89","WD repeat domain 89 [Source:HGNC Symbol;Acc:HGNC:20489]","EMBL"
"AL136038","ENSG00000154001","PPP2R5E","protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]","EMBL"
"AL138694","None","None","None",""
"AL138762","ENSG00000075891","PAX2","paired box 2 [Source:HGNC Symbol;Acc:HGNC:8616]","EMBL"
"AL138762","ENSG00000119906","SLF2","SMC5-SMC6 complex localization factor 2 [Source:HGNC Symbol;Acc:HGNC:17814]","EMBL"
"AL138778","None","None","None",""
"AL138785","ENSG00000159023","EPB41","erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]","EMBL"
"AL139260","ENSG00000116954","RRAGC","Ras related GTP binding C [Source:HGNC Symbol;Acc:HGNC:19902]","EMBL"
"AL139260","ENSG00000131233","GJA9","gap junction protein alpha 9 [Source:HGNC Symbol;Acc:HGNC:19155]","EMBL"
"AL139260","ENSG00000158315","RHBDL2","rhomboid like 2 [Source:HGNC Symbol;Acc:HGNC:16083]","EMBL"
"AL139260","ENSG00000214114","MYCBP","MYC binding protein [Source:HGNC Symbol;Acc:HGNC:7554]","EMBL"
"AL139260","ENSG00000274944","None","novel protein","EMBL"
"AL139317","ENSG00000073712","FERMT2","FERM domain containing kindlin 2 [Source:HGNC Symbol;Acc:HGNC:15767]","EMBL"
"AL139317","ENSG00000100522","GNPNAT1","glucosamine-phosphate N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:19980]","EMBL"
"AL158212","ENSG00000148737","TCF7L2","transcription factor 7 like 2 [Source:HGNC Symbol;Acc:HGNC:11641]","EMBL"
"AL158212","ENSG00000151532","VTI1A","vesicle transport through interaction with t-SNAREs 1A [Source:HGNC Symbol;Acc:HGNC:17792]","EMBL"
"AL160272","ENSG00000136869","TLR4","toll like receptor 4 [Source:HGNC Symbol;Acc:HGNC:11850]","EMBL"
"AL160272","ENSG00000285082","None","novel protein","EMBL"
"AL160408","ENSG00000168264","IRF2BP2","interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729]","EMBL"
"AL353147","ENSG00000120594","PLXDC2","plexin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21013]","EMBL"
"AL353147","ENSG00000204740","MALRD1","MAM and LDL receptor class A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24331]","EMBL"
"AL353801","ENSG00000107551","RASSF4","Ras association domain family member 4 [Source:HGNC Symbol;Acc:HGNC:20793]","EMBL"
"AL353801","ENSG00000165507","DEPP1","DEPP autophagy regulator 1 [Source:HGNC Symbol;Acc:HGNC:23355]","EMBL"
"AL353801","ENSG00000165512","ZNF22","zinc finger protein 22 [Source:HGNC Symbol;Acc:HGNC:13012]","EMBL"
"AL353801","ENSG00000187783","TMEM72","transmembrane protein 72 [Source:HGNC Symbol;Acc:HGNC:31658]","EMBL"
"AL356056","ENSG00000204176","SYT15","synaptotagmin 15 [Source:HGNC Symbol;Acc:HGNC:17167]","EMBL"
"AL357033","ENSG00000101187","SLCO4A1","solute carrier organic anion transporter family member 4A1 [Source:HGNC Symbol;Acc:HGNC:10953]","EMBL"
"AL357033","ENSG00000101188","NTSR1","neurotensin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8039]","EMBL"
"AL390208","ENSG00000080546","SESN1","sestrin 1 [Source:HGNC Symbol;Acc:HGNC:21595]","EMBL"
"AL390208","ENSG00000118690","ARMC2","armadillo repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:23045]","EMBL"
"AL390879","ENSG00000165370","GPR101","G protein-coupled receptor 101 [Source:HGNC Symbol;Acc:HGNC:14963]","EMBL"
"AL445222","ENSG00000136830","NIBAN2","niban apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:25282]","EMBL"
"AL445222","ENSG00000136856","SLC2A8","solute carrier family 2 member 8 [Source:HGNC Symbol;Acc:HGNC:13812]","EMBL"
"AL445222","ENSG00000136895","GARNL3","GTPase activating Rap/RanGAP domain like 3 [Source:HGNC Symbol;Acc:HGNC:25425]","EMBL"
"AL445222","ENSG00000148356","LRSAM1","leucine rich repeat and sterile alpha motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25135]","EMBL"
"AL445222","ENSG00000196152","ZNF79","zinc finger protein 79 [Source:HGNC Symbol;Acc:HGNC:13153]","EMBL"
"AL445222","ENSG00000197958","RPL12","ribosomal protein L12 [Source:HGNC Symbol;Acc:HGNC:10302]","EMBL"
"AL592211","ENSG00000095319","NUP188","nucleoporin 188 [Source:HGNC Symbol;Acc:HGNC:17859]","EMBL"
"AL592211","ENSG00000148341","SH3GLB2","SH3 domain containing GRB2 like, endophilin B2 [Source:HGNC Symbol;Acc:HGNC:10834]","EMBL"
"AL592211","ENSG00000148343","MIGA2","mitoguardin 2 [Source:HGNC Symbol;Acc:HGNC:23621]","EMBL"
"AL592211","ENSG00000167130","DOLPP1","dolichyldiphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:29565]","EMBL"
"AL683842","ENSG00000182022","CHST15","carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]","EMBL"
"AL928654","ENSG00000179364","PACS2","phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:23794]","EMBL"
"AL928654","ENSG00000182809","CRIP2","cysteine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361]","EMBL"
"AL928654","ENSG00000182979","MTA1","metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410]","EMBL"
"AL928654","ENSG00000185347","TEDC1","tubulin epsilon and delta complex 1 [Source:HGNC Symbol;Acc:HGNC:20127]","EMBL"
"AL928654","ENSG00000213145","CRIP1","cysteine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2360]","EMBL"
"AL928654","ENSG00000226174","TEX22","testis expressed 22 [Source:HGNC Symbol;Acc:HGNC:40026]","EMBL"
"ALPK2","ENSG00000198796","ALPK2","alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:20565]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANK3","ENSG00000151150","ANK3","ankyrin 3 [Source:HGNC Symbol;Acc:HGNC:494]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANKDD1A","ENSG00000166839","ANKDD1A","ankyrin repeat and death domain containing 1A [Source:HGNC Symbol;Acc:HGNC:28002]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANKDD1B","ENSG00000189045","ANKDD1B","ankyrin repeat and death domain containing 1B [Source:HGNC Symbol;Acc:HGNC:32525]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANO7L1","ENSG00000237276","ANO7L1","anoctamin 7 like 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32248]","GENECARDS,HGNC"
"ANXA8","ENSG00000265190","ANXA8","annexin A8 [Source:HGNC Symbol;Acc:HGNC:546]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANXA8","ENSG00000276850","None","novel transcript","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AP001024","ENSG00000110660","SLC35F2","solute carrier family 35 member F2 [Source:HGNC Symbol;Acc:HGNC:23615]","EMBL"
"AP001107","ENSG00000174576","NPAS4","neuronal PAS domain protein 4 [Source:HGNC Symbol;Acc:HGNC:18983]","EMBL"
"AP001107","ENSG00000174669","SLC29A2","solute carrier family 29 member 2 [Source:HGNC Symbol;Acc:HGNC:11004]","EMBL"
"AP001107","ENSG00000174744","BRMS1","BRMS1 transcriptional repressor and anoikis regulator [Source:HGNC Symbol;Acc:HGNC:17262]","EMBL"
"AP001107","ENSG00000174791","RIN1","Ras and Rab interactor 1 [Source:HGNC Symbol;Acc:HGNC:18749]","EMBL"
"AP001107","ENSG00000174851","YIF1A","Yip1 interacting factor homolog A, membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:16688]","EMBL"
"AP001107","ENSG00000174871","CNIH2","cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:HGNC:28744]","EMBL"
"AP001107","ENSG00000174903","RAB1B","RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18370]","EMBL"
"AP001107","ENSG00000174996","KLC2","kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716]","EMBL"
"AP001830","ENSG00000152558","TMEM123","transmembrane protein 123 [Source:HGNC Symbol;Acc:HGNC:30138]","EMBL"
"AP002414","ENSG00000181626","ANKRD62","ankyrin repeat domain 62 [Source:HGNC Symbol;Acc:HGNC:35241]","EMBL"
"AP003120","ENSG00000168959","GRM5","glutamate metabotropic receptor 5 [Source:HGNC Symbol;Acc:HGNC:4597]","EMBL"
"AP003774","ENSG00000126432","PRDX5","peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]","EMBL"
"AP003774","ENSG00000162302","RPS6KA4","ribosomal protein S6 kinase A4 [Source:HGNC Symbol;Acc:HGNC:10433]","EMBL"
"AP003774","ENSG00000168071","CCDC88B","coiled-coil domain containing 88B [Source:HGNC Symbol;Acc:HGNC:26757]","EMBL"
"APOBEC3A","ENSG00000128383","APOBEC3A","apolipoprotein B mRNA editing enzyme catalytic subunit 3A [Source:HGNC Symbol;Acc:HGNC:17343]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APOL4","ENSG00000100336","APOL4","apolipoprotein L4 [Source:HGNC Symbol;Acc:HGNC:14867]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AQP11","ENSG00000178301","AQP11","aquaporin 11 [Source:HGNC Symbol;Acc:HGNC:19940]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGAP27","ENSG00000159314","ARHGAP27","Rho GTPase activating protein 27 [Source:HGNC Symbol;Acc:HGNC:31813]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGEF17","ENSG00000110237","ARHGEF17","Rho guanine nucleotide exchange factor 17 [Source:HGNC Symbol;Acc:HGNC:21726]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP2A1-AS1","ENSG00000260442","ATP2A1-AS1","ATP2A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51370]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"ATP5MGL","ENSG00000249222","ATP5MGL","ATP synthase membrane subunit g like [Source:HGNC Symbol;Acc:HGNC:13213]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATXN2-AS","ENSG00000258099","ATXN2-AS","ATXN2 antisense RNA [Source:HGNC Symbol;Acc:HGNC:51838]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"B3GALT2","ENSG00000162630","B3GALT2","beta-1,3-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:917]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BATF2","ENSG00000168062","BATF2","basic leucine zipper ATF-like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:25163]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BEX1","ENSG00000133169","BEX1","brain expressed X-linked 1 [Source:HGNC Symbol;Acc:HGNC:1036]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BHLHA15","ENSG00000180535","BHLHA15","basic helix-loop-helix family member a15 [Source:HGNC Symbol;Acc:HGNC:22265]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BISPR","ENSG00000282851","BISPR","BST2 interferon stimulated positive regulator [Source:HGNC Symbol;Acc:HGNC:51290]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"BLACAT1","ENSG00000281406","BLACAT1","BLACAT1 overlapping LEMD1 locus [Source:HGNC Symbol;Acc:HGNC:48597]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BORCS8-MEF2B","ENSG00000064489","BORCS8-MEF2B","BORCS8-MEF2B readthrough [Source:HGNC Symbol;Acc:HGNC:39979]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BORCS8-MEF2B","ENSG00000213999","MEF2B","myocyte enhancer factor 2B [Source:HGNC Symbol;Acc:HGNC:6995]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BX322639","None","None","None",""
"C11ORF98","ENSG00000278615","C11orf98","chromosome 11 open reading frame 98 [Source:HGNC Symbol;Acc:HGNC:51238]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C15ORF48","ENSG00000166920","C15orf48","chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"C1QC","ENSG00000159189","C1QC","complement C1q C chain [Source:HGNC Symbol;Acc:HGNC:1245]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C3","ENSG00000125730","C3","complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAP1P1","ENSG00000240809","CAP1P1","CAP1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31134]","GENECARDS,HGNC"
"CAP1P2","ENSG00000232004","CAP1P2","CAP1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31970]","GENECARDS,HGNC"
"CAPNS2","ENSG00000256812","CAPNS2","calpain small subunit 2 [Source:HGNC Symbol;Acc:HGNC:16371]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CASP1P2","ENSG00000254750","CASP1P2","caspase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43776]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"CASP1P2","ENSG00000303953","CASP1P2","caspase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43776]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"CBWD5","ENSG00000147996","ZNG1E","Zn regulated GTPase metalloprotein activator 1E [Source:HGNC Symbol;Acc:HGNC:24584]","UNIPROT_GN"
"CCDC194","ENSG00000269720","CCDC194","coiled-coil domain containing 194 [Source:HGNC Symbol;Acc:HGNC:53438]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC68","ENSG00000166510","CCDC68","coiled-coil domain containing 68 [Source:HGNC Symbol;Acc:HGNC:24350]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCDC74B","ENSG00000152076","CCDC74B","coiled-coil domain containing 74B [Source:HGNC Symbol;Acc:HGNC:25267]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCHCR1","ENSG00000204536","CCHCR1","coiled-coil alpha-helical rod protein 1 [Source:HGNC Symbol;Acc:HGNC:13930]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCR8","ENSG00000179934","CCR8","C-C motif chemokine receptor 8 [Source:HGNC Symbol;Acc:HGNC:1609]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD274","ENSG00000120217","CD274","CD274 molecule [Source:HGNC Symbol;Acc:HGNC:17635]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD300H","ENSG00000284690","CD300H","CD300H molecule (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:52292]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD300LD","ENSG00000204345","CD300LD","CD300 molecule like family member d [Source:HGNC Symbol;Acc:HGNC:16848]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD70","ENSG00000125726","CD70","CD70 molecule [Source:HGNC Symbol;Acc:HGNC:11937]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDH5","ENSG00000179776","CDH5","cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDK2AP2P2","ENSG00000237451","CDK2AP2P2","cyclin dependent kinase 2 associated protein 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38493]","GENECARDS,HGNC"
"CDKN2A","ENSG00000147889","CDKN2A","cyclin dependent kinase inhibitor 2A [Source:HGNC Symbol;Acc:HGNC:1787]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CEACAM1","ENSG00000079385","CEACAM1","CEA cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:1814]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CELF5","ENSG00000161082","CELF5","CUGBP Elav-like family member 5 [Source:HGNC Symbol;Acc:HGNC:14058]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CENPK","ENSG00000123219","CENPK","centromere protein K [Source:HGNC Symbol;Acc:HGNC:29479]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CENPS","ENSG00000175279","CENPS","centromere protein S [Source:HGNC Symbol;Acc:HGNC:23163]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CENPS","ENSG00000251503","CENPS-CORT","CENPS-CORT readthrough [Source:HGNC Symbol;Acc:HGNC:38843]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CEP170B","ENSG00000099814","CEP170B","centrosomal protein 170B [Source:HGNC Symbol;Acc:HGNC:20362]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"CFAP20DC","ENSG00000163689","CFAP20DC","CFAP20 domain containing [Source:HGNC Symbol;Acc:HGNC:24763]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CFAP73","ENSG00000186710","CFAP73","cilia and flagella associated protein 73 [Source:HGNC Symbol;Acc:HGNC:37100]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHMP5","ENSG00000086065","CHMP5","charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHN1","ENSG00000128656","CHN1","chimerin 1 [Source:HGNC Symbol;Acc:HGNC:1943]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CIBAR1","ENSG00000188343","CIBAR1","CBY1 interacting BAR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30452]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLBA1","ENSG00000140104","CLBA1","clathrin binding box of aftiphilin containing 1 [Source:HGNC Symbol;Acc:HGNC:20126]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLEC12B","ENSG00000256660","CLEC12B","C-type lectin domain family 12 member B [Source:HGNC Symbol;Acc:HGNC:31966]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLEC4D","ENSG00000166527","CLEC4D","C-type lectin domain family 4 member D [Source:HGNC Symbol;Acc:HGNC:14554]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CLSPN","ENSG00000092853","CLSPN","claspin [Source:HGNC Symbol;Acc:HGNC:19715]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CMPK2","ENSG00000134326","CMPK2","cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COL23A1","ENSG00000050767","COL23A1","collagen type XXIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22990]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COX6CP1","ENSG00000260318","COX6CP1","cytochrome c oxidase subunit 6C pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2286]","GENECARDS,HGNC"
"CPLX1","ENSG00000168993","CPLX1","complexin 1 [Source:HGNC Symbol;Acc:HGNC:2309]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CR786580","None","None","None",""
"CTH","ENSG00000116761","CTH","cystathionine gamma-lyase [Source:HGNC Symbol;Acc:HGNC:2501]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CXCL10","ENSG00000169245","CXCL10","C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CXCL9","ENSG00000138755","CXCL9","C-X-C motif chemokine ligand 9 [Source:HGNC Symbol;Acc:HGNC:7098]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP4F29P","ENSG00000228314","CYP4F29P","cytochrome P450 family 4 subfamily F member 29, pseudogene [Source:HGNC Symbol;Acc:HGNC:2647]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
